@relation wilt-training

@attribute GLCM_pan real
@attribute Mean_Green real
@attribute Mean_Red real
@attribute Mean_NIR real
@attribute SD_pan real
@attribute class {w, n}

@data
153.4141,356.5000,231.5000,359.0000,26.1295,n
71.7188,346.0000,217.0000,376.0000,31.5000,n
183.2813,344.0000,223.0000,457.0000,2.0000,n
125.6677,236.6000,133325.0000,372.5500,20.1474,n
51.0000,346.0000,217.0000,376.0000,0.0000,n
71.7188,309.0000,223.0000,425.0000,13.5000,n
88.4063,264.0000,142.0000,502.0000,3.5620,n
147.6016,465125.0000,319.9375,513.1875,25.8855,n
127.0469,779.0000,601.0000,789.0000,23.4134,n
121.1406,797.0000,608.0000,819.0000,74.8782,n
154.1587,291.8095,178.1429,374.4762,17.2470,n
76.5156,326.0000,228.0000,357.5000,17.0789,n
178.7969,326.0000,228.0000,357.5000,14.9416,n
114.1093,281.4857,170.6571,369.5429,19.7504,n
145.3500,285.7333,185.4667,397.0889,26.0441,n
132.1871,282.2564,174.6923,419.6667,29.8874,n
127.7904,385.2128,287.1489,423.4894,34.2285,n
142.8175,213.8889,116.0000,203.0556,10.4350,n
133.5911,238.4815,121.7407,637.5185,29.4434,n
122.7455,267.6780,162.9492,438.4068,19.5149,n
148.6076,293.4444,204.1111,347.5000,44.7862,n
127.5125,291.4000,217.4000,323.8000,40.8774,n
102.2292,289.3333,179.5556,431.4444,19.6129,n
110.1799,288.7500,173.3333,360.2500,12.8935,n
149.5563,304.0000,210.2000,308.2000,29.8632,n
129.2287,251.8049,150.7073,257.1463,20.3999,n
147.5974,229.6000,110.6000,575.2000,22.2623,n
100.6875,234.1429,113.2857,591.8571,27.6553,n
113.9077,288.0476,180.5238,409.6667,29.9253,n
123.9650,278.2222,186.5556,300.5556,23.6137,n
118.9508,266.2174,167.5217,505.9130,39.6224,n
137.6989,262.0000,154.8286,445.6286,18.2458,n
143.9271,400.8333,307.0000,425.9167,43.2000,n
130.5932,200.1351,96.1622,307.0000,24.5656,n
147.8466,260.6818,152.7273,479.5455,24.9901,n
138.8454,186.2308,83.0769,390.3077,21.3439,n
130.9561,197.3000,82.8500,472.5500,17.0396,n
133.8094,194.0571,87.1143,376.6571,19.9138,n
117.5588,203.6071,87.3929,429.0357,24.8089,n
150.1013,189.0000,80.5000,247.0000,7.2691,n
137.8478,200.8462,85.5385,409.5385,26.2135,n
130.9406,218.1111,95.8889,538.2778,29.5700,n
117.9715,223.8387,95.9355,583.2581,29.4096,n
133.6429,214.3333,95.4286,355.9048,24.9010,n
133.1825,204.6000,96.8400,481.2800,40.2736,n
114.0131,239.5833,114.2500,748.9583,19.9894,n
127.3474,237.7857,107.0476,709.2143,20.7179,n
106.3333,229.2727,109.1818,610.2727,22.0075,n
143.9738,230125.0000,102.5417,707.5417,20.1239,n
140.9592,233.9500,105.7000,587.7500,21.1217,n
113.3706,250.7037,132.2593,532.4074,26.0825,n
117.1993,215.0110,95.2637,676.5055,24.5594,n
120.3516,227.0851,109.5319,568.4681,26.4152,n
121.1535,237.8860,112.6404,783.7719,23.4066,n
105.7487,234.0000,104.7500,638.7500,20.3408,n
137.0664,186.3171,85.9512,357.6829,10.8363,n
125.7881,194125.0000,89.4464,380.9821,16.9584,n
114.8443,232.3913,114.9565,509.1087,13.0533,n
104.2417,222.1579,103.6842,511.8947,17.7583,n
119.6354,208.3333,91.3333,480.3333,15.7877,n
110.5385,221.1111,97.5556,538.2222,31.2481,n
127.9399,219.2609,108.2609,444.8261,14.8484,n
137.1661,217.1176,97.3235,456.7059,24.3684,n
132.8047,245.2500,115125.0000,690125.0000,25.3325,n
135.1914,228125.0000,104625.0000,542.0000,25.3296,n
137.6881,204.2222,89.5333,388.7778,22.0156,n
124.5742,207.9375,92.1875,421.1875,15.4874,n
118.1793,240.0870,110.6957,648.2609,22.0881,n
132.0613,227.5128,107.0769,455.1282,16.7866,n
130.6810,179.5455,80.7273,317.8182,15.9928,n
115.5688,224.3000,104.4000,526.1000,21.3345,n
130.2796,190.0286,82.2857,445.9714,20.0541,n
128.3616,211.5254,96.7627,508.5254,23.2101,n
138.0486,248.0000,111.5556,725.2222,26.2288,n
125.9452,227.7917,113.5625,476.0417,16.2117,n
138.7241,215.7273,99.7273,473.2727,20.3490,n
87.4375,212.0000,96.0000,538.0000,16.1323,n
137.8429,220.7500,102.7500,407.5000,12.3421,n
112.3100,224.7619,113.4762,471.4762,20.8501,n
136.2709,187.0000,85.5385,340.1538,20.9389,n
127.2594,212.5231,98.6923,384.0923,21.4047,n
113.1535,217875.0000,99125.0000,452.0000,13.0682,n
122.4875,231.6000,107.8000,569.4000,11.9766,n
145.4859,215.8889,98.8889,499.3333,7.4751,n
135.0970,215.2200,99.1200,343.9400,15.5168,n
133.5938,227.0000,107.0000,533.0000,25.7606,n
113.9469,196.6154,89.1538,480.1538,28.7986,n
87.3125,199.5000,88.0000,546.0000,7.9687,n
126.4500,209.7368,96.3158,583.1053,10.1997,n
136.7704,200.3000,91.6000,570.6000,31.8024,n
114.5747,243.9643,128.3571,466.3214,19.6191,n
137.3057,237.8636,127.8636,419.7727,24.7692,n
159.0875,229.9000,125.0000,358.3000,9.6561,n
115.0481,223.6538,97.1154,623.5000,27.0370,n
121.6466,220.0000,106.6222,384.5778,14.6585,n
119.7991,211.0000,96.9333,384.7333,22.3203,n
125.4900,240.3415,128.8293,435.7561,16.6692,n
139.9178,191.0000,82.2609,395.4783,18.9219,n
124.9371,226.5000,94.5000,706.5000,20.1532,n
135.6807,204.9815,96.5185,303.1667,17.9656,n
132.7500,227.5000,97.0000,631.0000,21.3620,n
142.5081,234.6857,123.6857,447.2286,18.2237,n
127.4572,187.1053,75.4211,384.2105,18.5971,n
118.6734,218.5484,96.9032,558.5484,16.0150,n
132.8180,236.7885,139.8654,302.2692,20.2138,n
137.9537,238.5000,148.2857,391.9286,12.4362,n
118.3894,255.8800,144.5200,536.8000,21.5427,n
141.4016,230.7500,115875.0000,517375.0000,25.1433,n
183.2813,222.5000,111.0000,457.0000,4.0000,n
119.2263,241.6579,128.6842,490.8158,20.9346,n
116.9653,187.8333,76.9444,362.9444,22.9562,n
98.3016,229125.0000,92625.0000,665625.0000,12.4392,n
134.8287,200.6279,86.8605,525.5116,27.0508,n
120.7926,286.1961,192.7843,437.3725,31.0816,n
131.6731,229.3077,109.7179,458.6667,23.4282,n
138.9364,214.1429,98.7143,394.8571,12.6459,n
117.4261,246.8182,162.8182,327.8182,29.0144,n
112.1528,258.5556,145.3333,578.5556,31.5445,n
125.9600,254.8873,147.2676,418.0000,19.6459,n
130.3642,179625.0000,76875.0000,328875.0000,23.3278,n
142925.0000,180.0000,77.3000,424.7000,17.1584,n
127.2063,260.1786,161.8571,415.4643,21.1813,n
123.3658,267.1333,163.8000,466.2000,17.0652,n
98.9643,186.7143,81.5714,491.2857,18.0623,n
104.7000,275.1000,178.0000,462.7000,41.2530,n
137.9404,187.6410,80.3077,471.4103,22.5482,n
132.9948,191.5833,85.0833,537.6667,21.3121,n
111.3665,239.5000,125.0000,427.9167,13.6524,n
132.3360,205.5938,91.4063,625.4375,25.7880,n
124.5253,218.0333,94.1667,652.5167,23.0429,n
136.2341,209.7273,92.0909,627.1364,18.5765,n
137.2753,248.5556,140.0000,366.8333,19.4344,n
135.7945,231.4805,128.7792,367.6623,22.9675,n
143.2270,254.6452,150.1935,437.2581,17.0187,n
115.9002,248.5610,131.2683,519.1951,24.7635,n
117.1058,244.0833,131.8333,394.6667,18.9407,n
122.2380,236.0784,120.1765,403.1176,15.6142,n
104.3438,251.2500,136.0000,423.2500,24.4898,n
111.3095,225.6667,92.0476,623.8095,19.8708,n
136.7662,224.8919,97.7568,513.0811,25.1939,n
142.8298,246.3333,129.3333,487.3333,18.6037,n
133.1719,237.9000,119.5667,505.0333,19.8530,n
135.9161,251.7895,143.5789,515.1579,13.4657,n
103925.0000,250.5000,152.0000,472.0000,18.1794,n
110.6421,209.3333,96.0000,571.7778,22.1154,n
135.1261,209.3333,94.5333,536.4667,38.7436,n
119.2448,240.2500,143.9167,424.0000,16.4425,n
135.8438,214.2414,102.1034,638.1034,24.8264,n
138.4821,208.4130,88.4565,460.8261,17.4910,n
99.1875,250.5000,135.0000,527.0000,17.7522,n
122.0413,237.3947,140.8947,415.5789,19.6797,n
149.5966,242.0909,147.6364,438.1818,12.7571,n
137.2344,226.5625,121875.0000,449.5000,18.0727,n
124.7500,232.6071,119.1429,489.4286,16.8297,n
130.0347,245.8333,125.8889,565.8889,14.9004,n
124.3761,196.7363,85.3297,531.6593,21.9921,n
112.6738,206.3425,88.7671,567.3836,27.8171,n
119.3450,255.3140,122.3837,796.2791,19.3148,n
104.0279,265.5349,121.2326,829.1628,14.9002,n
135.5766,243925.0000,109925.0000,601675.0000,37.4737,n
126996.0000,259.8511,123.4468,809.1702,12.0754,n
129.8430,228.0769,107.3846,551.3462,38.5277,n
136.6003,203.0241,87.5904,494.1446,21.5568,n
113.2031,251.4063,114.2188,677.5000,31.6662,n
131.5554,185.8372,77.9535,341.2558,22.7701,n
112.7006,214025.0000,91.4500,603.0500,29.3922,n
137.6984,265.2222,116.0741,814.1481,23.3925,n
136.5199,216.6316,101.4211,474.8947,24.0446,n
136.5772,268.3529,118.4706,821.3529,26.2315,n
119.9879,196.9677,85.4516,485.2903,30.4371,n
135.0394,241.6296,115.4444,829.4815,14.8349,n
114.8492,240.2400,115.6800,888.1200,20.5844,n
137.8419,190.0000,92.7500,309.7500,13.6048,n
136.3778,209.5000,96.7727,461.9091,25.1306,n
131.1648,228.9091,103.6364,546.0000,26.2071,n
110.4883,230.0625,103875.0000,543.8125,26.5647,n
128.5872,245.4375,112.4792,634.1042,21.8882,n
137.3053,220.6667,110.0000,494.3333,28.3887,n
135.4098,194.5484,87.6129,332.5484,21.1577,n
110.6577,190.2857,78.5000,417.0714,28.7945,n
139.2185,256.0588,119.7059,781.0000,33.2744,n
103.1496,240.6875,117875.0000,561.8125,20.7190,n
133.4511,247.4348,120.1739,572.3478,20.4974,n
127.0964,239.5714,109.4000,718.7714,20.8100,n
96.1135,233.4444,103.0000,684.5556,9.8670,n
107.1705,246.0000,114.5455,727.4545,15.9705,n
141.1875,226.3333,107.0000,568.0000,28.8714,n
126.8839,262.8571,113.8571,762.8571,46.1921,n
113.2895,247.3333,110.2917,707.4167,31.5554,n
142.9016,233.9531,104.2656,582.3906,19.9222,n
117.1146,235.5000,109.0000,663.7500,19.0356,n
129.7760,224.7500,101.1667,462.0000,36.3131,n
139.5365,212.2500,92.8333,392.0000,29.3096,n
141.5597,211.8235,93.3529,555.0000,22.3358,n
125.0417,216.1667,94.5833,550.7500,25.3226,n
113.6458,213.0000,99.0000,414.0000,36.0343,n
113.1388,196.6000,84.1000,383.5500,19.7212,n
117.7969,211.2500,98625.0000,501875.0000,30.4382,n
144.7206,212.0588,90.2353,585.2941,20.7706,n
183.2813,233.0000,108.0000,616.0000,9.5000,n
153.8125,239.2500,116.2500,538.5000,12.6565,n
111.8393,203.1429,91.1429,575.7143,15.6761,n
114.2138,228.5333,105.4667,756.9333,25.8999,n
116.0833,219.4444,99.3333,440.6667,53.1952,n
130004.0000,186.2766,84.1489,293.3617,25.5484,n
129.7385,242.2188,111.4063,604.7188,25.6461,n
122.2762,237.6000,115.5333,528.6000,36.2298,n
145.0420,212.5000,97.8889,405.3889,17.4647,n
124.6613,221.5620,101.7273,517.3471,27.3320,n
131.7292,219.6190,95.9524,686.9048,35.1576,n
133.2045,229.6364,107.6364,690.7273,30.5911,n
144.1239,227.5000,101.0000,633.2143,26.9115,n
135.0477,237.6800,105.4800,693.9600,32.5063,n
114.1135,258.8916,127.6867,640.7349,24.5731,n
141.1953,229.0000,109.5000,708.5000,15.5242,n
129.4792,226.5556,99.6667,571.6667,31.1595,n
138.4638,206.6667,87.4889,394.3111,23.1829,n
139.0283,203.4789,86.8028,479.2394,23.4207,n
141.2971,196.3125,92.0208,556.3542,17.1181,n
84.0625,168.0000,75.7500,282.7500,8.7571,n
146.9563,255.0000,126.0000,648.5000,19.6876,n
121.2917,221.3333,96.3333,520.3333,31.9283,n
143.5380,191.6364,87.1515,415.7273,25.0855,n
117.8830,249.4730,123.5676,595.3378,25.6183,n
121.9293,208.7391,93.2609,706.3478,18.7193,n
116.2744,227.2222,97.7037,595.6667,22.3653,n
104.0000,240.0000,107.0000,713.0000,12.7231,n
110.1719,203.0000,84.0000,364.0000,44.8156,n
112.6095,227.4694,97.3469,616.8980,24.7114,n
139.8319,207.6207,94.2414,465.9655,23.9818,n
128.7158,229.0000,113.5000,794.0000,23.0579,n
128.2199,202.6190,87.7143,424.6667,16.9883,n
123.0283,229.4000,112.4000,559.0500,28.9705,n
116.2507,230.7681,110.5797,783.4348,18.8568,n
145.3235,228.6667,101.7333,645.0667,15.5601,n
124.0179,205.8571,91.2857,460.3571,21.3499,n
122.7128,219.7808,97.0548,551.1370,32.8801,n
112.2230,255.3871,122.0968,681.7258,16.7320,n
153.4545,259.8571,133.5714,657.0000,22.2252,n
160.4479,260.0000,136.0000,607.0000,14.7158,n
138.4673,211.5238,91.7619,539.6667,31.2189,n
101.7292,209.8333,96.3333,537.8333,18.5762,n
90.6136,227.5455,101.8182,525.7273,17.3167,n
117.6862,205.4464,89.8036,640.1964,27.0311,n
134.0417,230.6667,112.0000,760.6667,27.9086,n
120.9688,206.2500,94.8000,533.4000,32.6580,n
146.3884,210.7857,99.2143,572.7857,27.2764,n
137.2000,214.6000,98.8571,513.7429,22.2607,n
133.8776,217.2692,101.5000,733.6538,21.4004,n
162.5000,207.0000,93.0000,690.0000,17.7020,n
127.0000,226.1818,101.9091,599.0000,25.9093,n
126.3758,264.0488,124.0244,714.2439,12.2164,n
144.2102,254.6364,126.0909,622.6364,23.7525,n
118.4705,228.9355,102.2903,657.0323,29.5611,n
140.2237,224.3158,105.6316,559.6842,21.3152,n
93.2184,218.6364,101.8182,739.2727,6.8635,n
132.1932,217.9091,101.0909,653.6364,44.6359,n
118.2679,229.6667,105.1429,690.7143,20.7739,n
117.9454,226.9565,106.1304,611.9565,11.3319,n
137.6000,259.7500,128125.0000,692.5000,20.3039,n
128.0204,256.6765,121.8039,676.4118,21.0616,n
144.5667,256.0000,120.9412,634.8824,31.9633,n
112.5358,250.6111,114.8056,617.3056,23.7292,n
137.1485,224.0000,102.5833,448.4167,35.7273,n
123.0227,215.8182,97.7273,418.0000,33.8842,n
137.9136,201.8333,90.3333,462.1667,23.0750,n
144.2831,222.8235,102.0588,601.8235,25.1484,n
109.1164,215.3793,101.7931,559.3103,27.6585,n
147.4595,230.7143,108.4286,504.4286,6.9664,n
104.3866,222.0667,100.6667,687.5333,19.8819,n
148.6408,233.2222,106.1111,733.7778,22.7107,n
110.0693,264.1034,123.4483,719.4483,15.9374,n
126.3130,201.7143,90.4714,596.5714,26.0857,n
107.4791,239.5000,104.5833,761.8333,14.8884,n
124.4125,218.6000,103.4000,617.1000,14.7543,n
129.2294,201.8857,92.1429,428.6000,34.9177,n
153375.0000,208.5000,96.7500,499.2500,19.8683,n
137.7267,212.9355,95.3548,612.0968,27.7587,n
152.0764,219.0000,99.1111,653.7778,21.1105,n
127.8929,222.8571,104.4286,712.1429,15.1064,n
116.0437,212.7778,95.7500,515.6667,19.1578,n
131.3310,232.6719,107.9531,629.8125,18.5141,n
154.9051,263.5000,125.1000,701.1000,14.4669,n
140.5863,192.8095,81.6667,343.3333,20.7287,n
120.6394,206.1538,93.2308,510.0000,18.9712,n
163.8375,229.8000,104.6000,625.2000,17.4126,n
130.9792,221.0000,100.0000,601.0000,19.8158,n
143.3688,221.5000,95.8000,608.9000,29.3140,n
137.6018,212.4643,97.3929,515.5000,30.3111,n
116.6693,265.4603,122.8889,773.8730,16.8916,n
162675.0000,220.6000,99.6000,566.6000,9.7923,n
132.8674,201.5000,84.8519,565.8333,23.2671,n
151.5316,200.0833,89.1667,612.7500,32.1052,n
124.7818,223.7885,95.0192,657.6538,20.9528,n
133.8958,232.0000,98.0000,678.0000,19.0146,n
134.0556,208.5556,91.4444,492.8889,22.1030,n
131.4975,270.2400,125.7200,757.2800,20.5210,n
132.6392,222.7813,94.5938,671.9688,30.1017,n
117.7805,223.3684,99.0263,614.8158,33.3480,n
125.8964,209.7500,90.2500,477.2500,33.8062,n
152375.0000,197.0000,83.6000,375.0000,15.6154,n
126.7597,221.0345,104.9655,491.1724,17.7917,n
116.3968,229.2571,105.4000,518.6571,21.9555,n
121.4132,266.2500,122.1667,732.8542,14.1298,n
125.2972,253.3103,116.6207,692.1034,17.1491,n
158.0313,238.7500,109.5000,637.5000,26.0420,n
106.0481,229.0769,103.9231,634.8462,31.5557,n
97.8542,224.3333,93.0000,658.5833,14.5707,n
97.5417,225.4444,97.5556,687.1111,13.0894,n
114.8440,213.8980,96.3469,553.2449,28.9060,n
118.9375,211.4000,96.0000,515.6000,23.3420,n
136.4583,214.0000,104.0000,436.0000,11.6714,n
157.8958,233.0000,104.6667,519.6667,23.2522,n
138.9357,212.5897,94.3846,595.2821,24.6103,n
142.2422,222.7500,99125.0000,609875.0000,27.6258,n
113.3452,216.9048,96.2381,539.0000,24.6077,n
137.7169,210.8235,91.8824,397.7647,25.0939,n
134.4846,200.7037,85.5926,291.2963,15.5182,n
132.2779,204.7143,88.6667,344.9524,18.4661,n
126.4686,205.9231,90.0000,358.6154,26.8476,n
165.9063,270.0000,123.5000,779.0000,17.3781,n
113.8286,269.4545,123.0909,782.4545,11.9487,n
139.3248,213.7407,96.7407,565.9259,20.4239,n
147.5833,224.3333,101.3333,627.6667,28.6748,n
117.6875,238.5833,115.0417,616.1667,21.6583,n
114.1605,221.4773,96.9318,735.3409,18.5234,n
123.3938,210.0500,90.3000,419.7000,31.7599,n
167.0000,267.0000,123.0000,733.0000,10.3078,n
115.9107,211.8723,95.3617,605.0851,21.6144,n
144.5901,201.7838,93.5405,502.7027,26.4315,n
108.1500,190.4000,93.2000,477.6000,21.0960,n
132.1583,217.4667,93.8667,584.8667,17.9401,n
139.6125,211.4000,91.3000,527.5000,26.6768,n
107.9318,269.3636,122.7273,752.0000,20.6918,n
122.8203,248.3011,120.1505,688.1398,22.9133,n
115.4557,214.9167,99.0000,599875.0000,23.3417,n
136.3207,216.8261,102.8696,474.2174,32.9185,n
154.4375,254.0000,119.0000,737.0000,30.9627,n
121.3692,197.7143,85.2041,455.8980,30.7404,n
144.8958,255.0833,120.5833,639.8333,21.4683,n
135.7638,225.4737,100.2105,726.8421,26.4924,n
123175.0000,225.0000,99.0000,733.6000,22.9870,n
131.1028,206.1600,90.0800,497.1200,35.3263,n
117.0563,201.3000,88.8000,492.0000,15.6656,n
141.5536,198.4091,89.5455,444.0000,29.2082,n
147.7658,211.8000,99.1000,439.6000,21.4348,n
107.5521,237.0000,111.0000,632.5000,19.9555,n
153.5694,196.0000,83.0000,421.0000,13.4917,n
131.0209,231.2619,108.1429,606.7619,26.0849,n
133.7874,212.5667,96.3667,632.1667,34.4127,n
140.8179,204.8947,93.1053,560.0526,16.6037,n
143.1055,213.8125,96.3125,496.8125,23.2187,n
135.9415,221.2593,102.1852,619.4815,23.3080,n
132.9496,201.4000,89.6000,455.3333,26.9851,n
110.2078,215.6154,99.2308,562.7308,24.6530,n
115.9836,206.4737,90.5789,539.2632,22.6578,n
119.7737,219.4571,95.4286,512.4429,27.0039,n
138.8388,210.9552,94.3433,459.6119,28.0872,n
121.3949,214.7640,97.6517,487.3483,23.3315,n
119.3775,220.4063,101.9375,545125.0000,19.1188,n
117.4400,252.6261,125.7652,645.1304,22.5869,n
111.1126,230.8421,101.6316,744.9474,19.2404,n
102.9244,226.3636,99.9091,622.8182,14.0930,n
105.0556,203.5556,89.1111,413.8889,49.1166,n
127.0078,206.0000,89.2500,444.7500,19.4064,n
95.8125,230625.0000,97.7500,564.5000,15.8252,n
140.8006,210.6667,89.6190,398.9524,28.2752,n
114.7031,228.9091,102.7879,579.4848,19.2337,n
140.8973,215.0714,98.2857,530.4286,27.0872,n
137.8674,210.3333,91.9259,474.7037,24.2038,n
131.7102,229.0571,101.8571,630.8000,19.5276,n
107.4138,219.8182,100.0909,732.6364,10.2852,n
132.3194,226.7222,101.5556,564.8333,27.8138,n
139.8413,228.5000,105.0000,594.7500,23.3476,n
142.4922,229.1875,98625.0000,571625.0000,19.6242,n
163.9875,213.6000,100.2000,480.4000,11.0164,n
123.6722,235.1765,102.8235,626.6471,18.9096,n
116.3924,227.9000,99.8500,583.9000,7.5530,n
126.9561,240.2621,113.4951,644.3204,21.3562,n
136.3556,215.0000,96.3421,543.3684,23.0285,n
143.1941,226.6316,99.5263,562.6842,20.4357,n
114.8731,231.0444,104.2667,653.9111,22.2669,n
115.5059,232.5000,99.5625,584.4375,22.0496,n
96.1375,210.8000,95.0000,493.2000,34.0670,n
159.5170,223.6364,98.9091,556.4545,23.8535,n
155.0278,226.4444,102.5556,562.0000,17.7514,n
165.6875,237.0000,115.0000,674.0000,11.6485,n
122.9087,220.6154,96.2308,596.6923,23.3679,n
137.5780,221.8182,104.0909,711.4545,18.4014,n
123.7405,221.7253,99.3187,565.5165,26.0867,n
126.7428,220.1591,100.6364,528.8864,17.7354,n
127.6063,212.0000,95.6923,590.5769,34.2434,n
111.9965,215.5000,96.0556,567.6111,30.3079,n
144.6483,221.4667,98.2000,552.8667,13.6375,n
100.8798,228.2308,102.3846,595.8462,17.0224,n
113.8481,249.0000,116.1852,672.9630,25.4772,n
125.8886,216.3333,101.5714,551.4762,23.0938,n
87.3125,227.0000,99.0000,576.0000,10.2225,n
111.7462,233.7200,106.0400,669.7600,22.3297,n
105.7330,234.1429,102.7143,659.1429,16.5987,n
113.1171,233.7143,106.1429,571.7143,21.0228,n
136175.0000,236.4000,99.0000,561.0000,38.5352,n
119.6033,221.8621,96.6207,620.2931,25.9278,n
139.1954,211.5455,99.5455,516.9091,31.4130,n
139.3253,210.4839,94.0645,496.0968,23.3368,n
130875.0000,224.0000,97.0000,454.0000,42.9847,n
144.8375,217.6667,98.2667,546.4667,23.9249,n
145.2375,226.0000,101.0000,593.0000,31.7452,n
137.8047,219.0000,101.7500,522.2500,14.6709,n
145.2160,205.1154,92.6923,385.9231,18.6121,n
144.9167,214.8333,98.1667,494.8333,23.2875,n
116.5125,212.8000,99.6000,413.0000,19.4146,n
127.9718,213.4412,93.3824,449.2353,25.4254,n
101.4625,220.8000,97.6000,530.0000,31.5379,n
110.4572,231.0000,100.0000,517.8421,14.7843,n
133.9361,210.2245,89.3878,428.5918,32.6213,n
137.7396,228.6667,101.0000,706.0000,23.6203,n
129.4900,207.5000,86.5000,294.2500,11.1517,n
136.2183,199.1111,88.4444,483.2222,37.0465,n
118125.0000,205.4444,91.1111,528.2222,43.8330,n
129.8713,219.1818,97.0909,594.8182,9.4125,n
123.2452,208.9231,94.0769,432.3846,25.4575,n
130.8093,207.2609,92.6522,383.1739,26.8306,n
120.6951,212.2857,96.0000,438.4286,24.8831,n
127.8754,240.5263,114.3421,617.1579,25.4981,n
117.8741,205.8235,88.2353,478.8235,23.9389,n
115.5500,213125.0000,93.7917,561125.0000,42.9498,n
137.2920,229.0233,106.6977,568.6512,17.5128,n
111.1094,226.0000,100.0000,717.0000,9.2871,n
130.9135,195.5926,86.9630,422.0000,18.4391,n
174.9583,216.0000,98.0000,541.0000,7.5865,n
162.2232,209.0000,89.8571,622.4286,15.7000,n
114.3926,240.8205,119.3846,688.6667,11.3136,n
129.4500,221.0882,100.1471,403.4118,22.2080,n
136.9088,188.8684,79.6579,279.9474,16.8888,n
132.9297,195.0000,84.0000,290.5000,7.6964,n
133.6821,229.8235,103.4706,730.2941,22.9247,n
113.7364,202.0000,91.1429,414.4286,5.8902,n
118.2353,219.4118,104.0588,574.2941,12.9706,n
133.3150,208875.0000,93.9375,650.6875,19.3866,n
113.1328,232.0833,106.1667,782.9583,30.4672,n
114.5887,198.9500,91.1000,495.7500,23.4168,n
108.5481,211.1538,96.3846,659.4615,21.7666,n
131.2693,239.8852,116.9016,685.1393,20.8137,n
113.9365,207.6087,91.8261,363.3913,17.6189,n
130.3715,203.0000,84.8889,402.8333,32.1947,n
123.1497,251.8280,114.4516,855.7527,16.0601,n
116.5505,251.6154,112.9231,883.5385,14.9763,n
131128.0000,236.0000,108.0000,740.5000,27.6936,n
137.0596,211.1333,98.4000,525.8000,20.5030,n
87.9107,233.4286,108.4286,681.0000,11.5104,n
141.5137,193.0000,81.0000,300.0000,10.6285,n
134.8302,205.2727,94.0606,563.0909,14.7253,n
97.8482,248.0000,123.0000,668.0000,12.6765,n
109.1761,248.1818,125.5455,708.5455,16.7899,n
138.1781,191.4118,83.9216,348.1765,13.6381,n
91075.0000,199.0000,93.0000,465.0000,20.4411,n
116.2220,226.0000,105.2568,763.7973,19.8386,n
137.2899,195.8846,87.8077,409.9231,18.1871,n
113.5804,201.3810,88.0952,427.5714,14.7713,n
140.5438,225.9500,101.9000,724.3000,19.5788,n
135.1291,258.6316,125.6842,770.2105,13.8087,n
115.7887,256.8571,125.2381,785.4286,9.7620,n
142.9539,237.8947,107.1053,811.3158,22.0626,n
105.4219,250.5000,122.2500,706.0000,13.8649,n
118.8629,206.5909,93.9091,538.0909,21.6820,n
143.0927,201.1923,88.5769,514.8077,29.8754,n
136.5313,214125.0000,94875.0000,625.5000,14.8739,n
132.8819,253.9444,119.3333,807.5000,23.2336,n
112.8021,213.5833,95.3333,586.5000,24.6959,n
143.6887,205.9500,91.5000,542.8500,11.3027,n
109.9830,239.9615,106.3462,834.9231,9.3647,n
126.6529,262.0870,119.2609,819.7174,12.4065,n
132.2923,261.7391,123.5652,785.6087,24.0373,n
114.5920,268.1944,121.3611,886.2037,14.2217,n
147.1125,268.6000,126.0000,872.8000,15.8493,n
120.5977,205.4375,91.2500,565.8125,15.8725,n
118.2401,215.2414,95.6897,646.8621,16.1168,n
132.7122,216.2571,98.5429,717.1429,20.9224,n
132.6126,242.5758,111.9394,826.2727,12.2146,n
166.5469,218.0000,107.0000,732.0000,10.9630,n
106.3907,259.1304,119.7826,842.5217,17.2840,n
121.1429,192.8824,81.7353,363.5588,19.1113,n
132.3818,210.0000,87.8571,489.5714,25.0371,n
125.6102,214.3333,95.4074,574.8889,20.3919,n
146.5179,213.8571,92.0000,534.8571,32.4081,n
144.1184,226.9474,100.4737,647.5789,19.2151,n
112.1698,199.5000,89.2500,539.4500,16.2827,n
109.2292,216.7778,91.0000,554.3333,29.7164,n
129.1243,193.3810,83.0476,486.6190,24.0136,n
136.4937,205.1200,90.7333,663.1333,26.4545,n
95.5497,220.7917,99.2917,619375.0000,14.3894,n
113.5215,227.0938,100.0938,640.7188,28.7739,n
115.4697,265.8953,119.1977,877.7442,13.4930,n
141.8419,265.9412,119.4118,876.8235,25.6816,n
132.0232,231.4348,101.1304,765.0217,25.3250,n
139325.0000,252.6000,113.4000,812.0000,23.7605,n
133.1905,199.2759,86.8966,448.2069,32.4695,n
132.7438,227.1000,100.3500,635.6000,30.6137,n
126.2252,209.4286,92.3571,590.1429,16.1796,n
143.2814,178.8800,78.8000,361.7000,13.4350,n
111.7539,207375.0000,92125.0000,650875.0000,19.3968,n
93.5547,207.2500,90.7500,670.0000,15.6160,n
155.6181,218.8889,94.8889,698.1111,17.2376,n
122.8715,240.6111,110.1111,704.6111,20.2326,n
126.9055,240.3125,111125.0000,706.8125,27.8920,n
127.1206,201.5000,96875.0000,508125.0000,30.3165,n
139.7386,219.0909,98.2273,612.5000,27.8444,n
115.4605,220.8421,93.0000,632.3158,35.2737,n
127.4528,203.9000,89.5000,520.3500,26.5302,n
117.2266,181.5882,79.2353,364.7451,24.4348,n
132.4293,182.1667,86.5833,423.0000,27.8721,n
132.9669,261.6471,105.8235,870.7059,18.6137,n
